"","split_1_rmsse","split_2_rmsse","split_3_rmsse","split_1_spl","split_2_spl","split_3_spl","average_RMSSE","average_SPL"
"ca_1",0.3193,0.1297,0.2147,0.0791062388796304,0.063923288016958,0.0714872459511436,0.221233333333333,0.071505590949244
"ca_2",0.7073,0.732,0.6455,0.215857862686663,0.21817531178788,0.185249063336703,0.694933333333333,0.206427412603749
"ca_3",0.139,0.1683,0.1756,0.0797077555446421,0.082059158447582,0.0842782142402851,0.160966666666667,0.0820150427441697
